doc_type,doc_no,date,entity,unit,buyer,product,qty_kg,hsn,amount,source_zip,source_pdf,page
INV,CND/26-27/673,6-May-26,CFPL,W-202,Avenue Supermarts Limited,Dried Blueberry 100gm,12.0000,20060000,17654.87,26-27 Invoice+CN Pdfs.zip,26-27\02.MAY 26\060526\D-Mart {673} [Not Final].pdf,1
INV,CND/26-27/674,6-May-26,CFPL,W-202,Avenue Supermarts Limited,Healthy Choice Roasted Sunflower Seeds 100 g,350.0000,20081920,76957.65,26-27 Invoice+CN Pdfs.zip,26-27\02.MAY 26\060526\D-Mart {674}.pdf,1
INV,CND/26-27/674,6-May-26,CFPL,W-202,Avenue Supermarts Limited,Healthy Choice Roasted Pumpkin Seeds 100 g,500.0000,20081920,234877.50,26-27 Invoice+CN Pdfs.zip,26-27\02.MAY 26\060526\D-Mart {674}.pdf,1
INV,CND/26-27/674,6-May-26,CFPL,W-202,Avenue Supermarts Limited,Healthy Choice Roasted Watermelon Seeds 100 g,200.0000,20081920,133650.00,26-27 Invoice+CN Pdfs.zip,26-27\02.MAY 26\060526\D-Mart {674}.pdf,1
INV,CND/26-27/674,6-May-26,CFPL,W-202,Avenue Supermarts Limited,Healthy Choice Chia Seeds 100 g,650.0000,20081930,175160.70,26-27 Invoice+CN Pdfs.zip,26-27\02.MAY 26\060526\D-Mart {674}.pdf,1
INV,CND/26-27/674,6-May-26,CFPL,W-202,Avenue Supermarts Limited,Healthy Choice Roasted Sunflower Seeds 200 g,200.0000,20081920,41708.70,26-27 Invoice+CN Pdfs.zip,26-27\02.MAY 26\060526\D-Mart {674}.pdf,1
INV,CND/26-27/674,6-May-26,CFPL,W-202,Avenue Supermarts Limited,Healthy Choice Roasted Pumpkin Seeds 200 g,200.0000,20081920,91693.80,26-27 Invoice+CN Pdfs.zip,26-27\02.MAY 26\060526\D-Mart {674}.pdf,1
INV,CND/26-27/674,6-May-26,CFPL,W-202,Avenue Supermarts Limited,Healthy Choice Roasted Watermelon Seeds 200 g,100.0000,20081920,65696.40,26-27 Invoice+CN Pdfs.zip,26-27\02.MAY 26\060526\D-Mart {674}.pdf,1
INV,CND/26-27/674,6-May-26,CFPL,W-202,Avenue Supermarts Limited,Healthy Choice Chia Seeds 200 g,400.0000,20081930,103276.80,26-27 Invoice+CN Pdfs.zip,26-27\02.MAY 26\060526\D-Mart {674}.pdf,1
INV,CND/26-27/674,6-May-26,CFPL,W-202,Avenue Supermarts Limited,Healthy Choice 5 in 1 Seeds Mix 200gm,250.0000,20081990,86352.75,26-27 Invoice+CN Pdfs.zip,26-27\02.MAY 26\060526\D-Mart {674}.pdf,1
INV,CND/26-27/675,6-May-26,CFPL,OTHER,Avenue Supermarts Limited,Dried Cranberry 100gm,84.0000,20089300,52332.59,26-27 Invoice+CN Pdfs.zip,26-27\02.MAY 26\060526\D-Mart {675}.pdf,1
INV,CND/26-27/675,6-May-26,CFPL,OTHER,Avenue Supermarts Limited,Dried Blueberry 100gm,60.0000,20060000,88274.34,26-27 Invoice+CN Pdfs.zip,26-27\02.MAY 26\060526\D-Mart {675}.pdf,1
INV,CND/26-27/676,6-May-26,CFPL,OTHER,Avenue Supermarts Limited,Premia Breakfast Mix 100g (100005226),50.0000,20081990,35001.45,26-27 Invoice+CN Pdfs.zip,26-27\02.MAY 26\060526\D-Mart {676}.pdf,1
INV,CND/26-27/676,6-May-26,CFPL,OTHER,Avenue Supermarts Limited,Premia Nuts & Seeds Mix 100g (100005422),150.0000,20081990,89649.45,26-27 Invoice+CN Pdfs.zip,26-27\02.MAY 26\060526\D-Mart {676}.pdf,1
INV,CND/26-27/676,6-May-26,CFPL,OTHER,Avenue Supermarts Limited,Premia Trail Mix 100g ( 100005227),50.0000,20081990,44896.50,26-27 Invoice+CN Pdfs.zip,26-27\02.MAY 26\060526\D-Mart {676}.pdf,1
INV,CND/26-27/677,6-May-26,CFPL,W-202,Avenue Supermarts Limited (Jaipur),Healthy Choice Roasted Sunflower Seeds 100 g,250.0000,20081920,54969.75,26-27 Invoice+CN Pdfs.zip,26-27\02.MAY 26\060526\D-Mart {677}.pdf,1
INV,CND/26-27/677,6-May-26,CFPL,W-202,Avenue Supermarts Limited (Jaipur),Healthy Choice Roasted Pumpkin Seeds 100 g,250.0000,20081920,117438.75,26-27 Invoice+CN Pdfs.zip,26-27\02.MAY 26\060526\D-Mart {677}.pdf,1
INV,CND/26-27/677,6-May-26,CFPL,W-202,Avenue Supermarts Limited (Jaipur),Healthy Choice Roasted Watermelon Seeds 100 g,250.0000,20081920,167062.50,26-27 Invoice+CN Pdfs.zip,26-27\02.MAY 26\060526\D-Mart {677}.pdf,1
INV,CND/26-27/677,6-May-26,CFPL,W-202,Avenue Supermarts Limited (Jaipur),Healthy Choice Chia Seeds 100 g,250.0000,20081930,67369.50,26-27 Invoice+CN Pdfs.zip,26-27\02.MAY 26\060526\D-Mart {677}.pdf,1
INV,CND/26-27/677,6-May-26,CFPL,W-202,Avenue Supermarts Limited (Jaipur),Healthy Choice Roasted Sunflower Seeds 200 g,500.0000,20081920,104271.75,26-27 Invoice+CN Pdfs.zip,26-27\02.MAY 26\060526\D-Mart {677}.pdf,1
INV,CND/26-27/677,6-May-26,CFPL,W-202,Avenue Supermarts Limited (Jaipur),Healthy Choice Roasted Pumpkin Seeds 200 g,500.0000,20081920,229234.50,26-27 Invoice+CN Pdfs.zip,26-27\02.MAY 26\060526\D-Mart {677}.pdf,1
INV,CND/26-27/677,6-May-26,CFPL,W-202,Avenue Supermarts Limited (Jaipur),Healthy Choice Roasted Watermelon Seeds 200 g,500.0000,20081920,328482.00,26-27 Invoice+CN Pdfs.zip,26-27\02.MAY 26\060526\D-Mart {677}.pdf,1
INV,CND/26-27/677,6-May-26,CFPL,W-202,Avenue Supermarts Limited (Jaipur),Healthy Choice Chia Seeds 200 g,300.0000,20081930,77457.60,26-27 Invoice+CN Pdfs.zip,26-27\02.MAY 26\060526\D-Mart {677}.pdf,1
INV,CND/26-27/677,6-May-26,CFPL,W-202,Avenue Supermarts Limited (Jaipur),Healthy Choice 5 in 1 Seeds Mix 200gm,1000.0000,20081990,345411.00,26-27 Invoice+CN Pdfs.zip,26-27\02.MAY 26\060526\D-Mart {677}.pdf,1
INV,CND/26-27/678,6-May-26,CFPL,OTHER,Avenue Supermarts Limited (Jaipur),Dried Cranberry 100gm,96.0000,20089300,59808.67,26-27 Invoice+CN Pdfs.zip,26-27\02.MAY 26\060526\D-Mart {678}.pdf,1
INV,CND/26-27/678,6-May-26,CFPL,OTHER,Avenue Supermarts Limited (Jaipur),Dried Blueberry 100gm,72.0000,20060000,105929.21,26-27 Invoice+CN Pdfs.zip,26-27\02.MAY 26\060526\D-Mart {678}.pdf,1
INV,CND/26-27/679,6-May-26,CFPL,OTHER,Avenue Supermarts Limited (Jaipur),Premia Breakfast Mix 100g (100005226),50.0000,20081990,35001.45,26-27 Invoice+CN Pdfs.zip,26-27\02.MAY 26\060526\D-Mart {679}.pdf,1
INV,CND/26-27/679,6-May-26,CFPL,OTHER,Avenue Supermarts Limited (Jaipur),Premia Nuts & Seeds Mix 100g (100005422),100.0000,20081990,59766.30,26-27 Invoice+CN Pdfs.zip,26-27\02.MAY 26\060526\D-Mart {679}.pdf,1
INV,CND/26-27/679,6-May-26,CFPL,OTHER,Avenue Supermarts Limited (Jaipur),Premia Trail Mix 100g ( 100005227),75.0000,20081990,67344.75,26-27 Invoice+CN Pdfs.zip,26-27\02.MAY 26\060526\D-Mart {679}.pdf,1
INV,CND/26-27/679,6-May-26,CFPL,OTHER,Avenue Supermarts Limited (Jaipur),Premia Prunes 100gm,100.0000,08132000,64963.80,26-27 Invoice+CN Pdfs.zip,26-27\02.MAY 26\060526\D-Mart {679}.pdf,1
INV,CND/26-27/683,6-May-26,CFPL,W-202,DARSHANI ENTERPRISES,Roasted & Salted,2.4000,20081930,2514.29,26-27 Invoice+CN Pdfs.zip,26-27\02.MAY 26\060526\Darshani [CFPL] {683} (06th May).pdf,1
INV,CND/26-27/683,6-May-26,CFPL,W-202,DARSHANI ENTERPRISES,"Roasted & Salted Cashew Bulk 6,400.01",0.0000,20081910,3885.72,26-27 Invoice+CN Pdfs.zip,26-27\02.MAY 26\060526\Darshani [CFPL] {683} (06th May).pdf,1
INV,CND/26-27/680,6-May-26,CFPL,W-202,ENTERPRISING MAA PRIVATE LIMITED,Coconut Laddubar Mini 9g,45.0000,21069099,23000.00,26-27 Invoice+CN Pdfs.zip,26-27\02.MAY 26\060526\EMPL [CFPL] {680} (06th May).pdf,1
INV,CND/26-27/681,6-May-26,CFPL,W-202,ENTERPRISING MAA PRIVATE LIMITED,Dryfruit Instant Energy Laddubar Bites 9gm,132.0000,21069099,75900.00,26-27 Invoice+CN Pdfs.zip,26-27\02.MAY 26\060526\EMPL [CFPL] {681} (06th May).pdf,1
INV,CND/26-27/682,6-May-26,CFPL,W-202,Handful of Health Private Limited,Dates Medjoul Junior Loose,2.5000,08041020,2000.00,26-27 Invoice+CN Pdfs.zip,26-27\02.MAY 26\060526\HOH [CFPL] {PO00120} [682] (06th May).pdf,1
INV,CND/26-27/682,6-May-26,CFPL,W-202,Handful of Health Private Limited,Medjoul Dates Super,14.5000,08041020,18125.00,26-27 Invoice+CN Pdfs.zip,26-27\02.MAY 26\060526\HOH [CFPL] {PO00120} [682] (06th May).pdf,1
INV,SR/CF/26-27/53,6-May-26,CFPL,W-202,Jagdish Trading Co (Labour),Processing & Packaging Black Raisin Deluxe Seeded 250Gm - 15 - 225kgs (225 Kgs @ Rs.25 Per Kg) Send To APMC [06.05.2026],0.0000,998816,5625.00,26-27 Invoice+CN Pdfs.zip,26-27\02.MAY 26\060526\JTC [CFPL] {53} [Service Bill] (06th May).pdf,1
INV,CND/26-27/668,6-May-26,CFPL,W-202,RELIANCE RETAIL LIMITED,PL TURKEY APRICOTS 200G,16.0000,08131000,18595.20,26-27 Invoice+CN Pdfs.zip,26-27\02.MAY 26\060526\RRL [CFPL] {668} (06th May).pdf,1
INV,CND/26-27/668,6-May-26,CFPL,W-202,RELIANCE RETAIL LIMITED,PL CLASSIC DATES 500G,64.0000,08041020,10848.00,26-27 Invoice+CN Pdfs.zip,26-27\02.MAY 26\060526\RRL [CFPL] {668} (06th May).pdf,1
INV,CND/26-27/668,6-May-26,CFPL,W-202,RELIANCE RETAIL LIMITED,PL SLICED CRANBERRIES 100G,8.0000,20089300,4108.80,26-27 Invoice+CN Pdfs.zip,26-27\02.MAY 26\060526\RRL [CFPL] {668} (06th May).pdf,1
INV,CND/26-27/669,6-May-26,CFPL,F-53,RELIANCE RETAIL LIMITED,PL TURKEY APRICOTS 200G,16.0000,08131000,18595.20,26-27 Invoice+CN Pdfs.zip,26-27\02.MAY 26\060526\RRL [CFPL] {669} (06th May).pdf,1
INV,CND/26-27/669,6-May-26,CFPL,F-53,RELIANCE RETAIL LIMITED,PL CALIFORNIA PRUNES 200G,16.0000,08132000,10230.40,26-27 Invoice+CN Pdfs.zip,26-27\02.MAY 26\060526\RRL [CFPL] {669} (06th May).pdf,1
INV,CND/26-27/669,6-May-26,CFPL,F-53,RELIANCE RETAIL LIMITED,PL CLASSIC DATES 500G,152.0000,08041020,25764.00,26-27 Invoice+CN Pdfs.zip,26-27\02.MAY 26\060526\RRL [CFPL] {669} (06th May).pdf,1
INV,CND/26-27/669,6-May-26,CFPL,F-53,RELIANCE RETAIL LIMITED,PL SLICED CRANBERRIES 100G,48.0000,20089300,24652.80,26-27 Invoice+CN Pdfs.zip,26-27\02.MAY 26\060526\RRL [CFPL] {669} (06th May).pdf,1
INV,CND/26-27/669,6-May-26,CFPL,F-53,RELIANCE RETAIL LIMITED,PL DRIED BLUEBERRIES 100G,16.0000,20089919,21784.00,26-27 Invoice+CN Pdfs.zip,26-27\02.MAY 26\060526\RRL [CFPL] {669} (06th May).pdf,1
INV,CND/26-27/670,6-May-26,CFPL,W-202,Reliance Retail Limited,PL TURKEY APRICOTS 200G,40.0000,08131000,46488.00,26-27 Invoice+CN Pdfs.zip,26-27\02.MAY 26\060526\RRL [CFPL] {670} (06th May).pdf,1
INV,CND/26-27/670,6-May-26,CFPL,W-202,Reliance Retail Limited,PL CALIFORNIA PRUNES 200G,32.0000,08132000,20460.80,26-27 Invoice+CN Pdfs.zip,26-27\02.MAY 26\060526\RRL [CFPL] {670} (06th May).pdf,1
INV,CND/26-27/670,6-May-26,CFPL,W-202,Reliance Retail Limited,PL CLASSIC DATES 500G,912.0000,08041020,154584.00,26-27 Invoice+CN Pdfs.zip,26-27\02.MAY 26\060526\RRL [CFPL] {670} (06th May).pdf,1
INV,CND/26-27/670,6-May-26,CFPL,W-202,Reliance Retail Limited,PL SLICED CRANBERRIES 100G,48.0000,20089300,24652.80,26-27 Invoice+CN Pdfs.zip,26-27\02.MAY 26\060526\RRL [CFPL] {670} (06th May).pdf,1
INV,CND/26-27/670,6-May-26,CFPL,W-202,Reliance Retail Limited,PL DRIED BLUEBERRIES 100G,40.0000,20089919,54460.00,26-27 Invoice+CN Pdfs.zip,26-27\02.MAY 26\060526\RRL [CFPL] {670} (06th May).pdf,1
INV,CND/26-27/670,6-May-26,CFPL,W-202,Reliance Retail Limited,AL BARAKAH FARD DATES PREMIUM - 500g,272.0000,08041020,70344.64,26-27 Invoice+CN Pdfs.zip,26-27\02.MAY 26\060526\RRL [CFPL] {670} (06th May).pdf,1
INV,SR/CF/26-27/52,6-May-26,CFPL,W-202,INDSPIRATION FOODS PRIVATE LIMITED,"Processing & Packaging Salted Roasted Peanuts 150G (9,600 @ Rs.4.03/-)",0.0000,998816,38688.00,26-27 Invoice+CN Pdfs.zip,26-27\02.MAY 26\060526\Taali Foods [CFPL] {52} [Service Bill] (06th May).pdf,1
INV,CND/26-27/704,7-May-26,CFPL,W-202,Ajfan Dates and Nuts,Medjoul Dates Super,1000.0000,08041020,1350000.00,26-27 Invoice+CN Pdfs.zip,26-27\02.MAY 26\070526\Ajfan [CFPL] {704} (07th May).pdf,1
INV,CND/26-27/704,7-May-26,CFPL,W-202,Ajfan Dates and Nuts,MEDJOUL DATES JUMBO,1000.0000,08041020,1250000.00,26-27 Invoice+CN Pdfs.zip,26-27\02.MAY 26\070526\Ajfan [CFPL] {704} (07th May).pdf,1
INV,CND/26-27/694,7-May-26,CFPL,OTHER,ALIGN RETAIL TRADES PVT LTD,California Pista Inshell,3000.0000,20081930,3207600.00,26-27 Invoice+CN Pdfs.zip,26-27\02.MAY 26\070526\ALIGN [CFPL] {694} (07th May).pdf,1
INV,CND/26-27/706,7-May-26,CFPL,OTHER,ALIGN RETAIL TRADES PVT LTD,Independence Almonds,4500.0000,08021200,3149685.00,26-27 Invoice+CN Pdfs.zip,26-27\02.MAY 26\070526\ALIGN [CFPL] {706} (07th May).pdf,1
INV,CND/26-27/684,7-May-26,CFPL,W-202,Avenue Supermarts Limited (Dc Antariksh ),King Solomon Oriental Dates 250g,144.0000,08041020,60480.00,26-27 Invoice+CN Pdfs.zip,26-27\02.MAY 26\070526\Avenue [CFPL] {684} (07th May).pdf,1
INV,CND/26-27/695,7-May-26,CFPL,W-202,D G Foods,Royal Delight Arabian Dates 500gm,120.0000,08041020,24091.20,26-27 Invoice+CN Pdfs.zip,26-27\02.MAY 26\070526\DG Foods [CFPL] {695} (07th May).pdf,1
INV,CND/26-27/695,7-May-26,CFPL,W-202,D G Foods,Royal Delight Arabian Dates 250g,126.0000,08041020,30597.84,26-27 Invoice+CN Pdfs.zip,26-27\02.MAY 26\070526\DG Foods [CFPL] {695} (07th May).pdf,1
INV,CND/26-27/693,7-May-26,CFPL,W-202,ENTERPRISING MAA PRIVATE LIMITED,Dryfruit Instant Energy Laddubar Bites 9gm,312.0000,21069099,179400.00,26-27 Invoice+CN Pdfs.zip,26-27\02.MAY 26\070526\EMPL [CFPL] {693} (07th May).pdf,1
INV,CDPL/26-27/66,7-May-26,CDPL,W-202,Functional and Innovative Foods Limited,Al Barakah Date Syrup,50.0000,20079990,13000.00,26-27 Invoice+CN Pdfs.zip,26-27\02.MAY 26\070526\Functional [CDPL] {66} (07th May).pdf,1
INV,CND/26-27/686,7-May-26,CFPL,W-202,Handful of Health Private Limited,AL BARAKAH DATES SYRUP (400G Packing),0.0000,20079990,2280.00,26-27 Invoice+CN Pdfs.zip,26-27\02.MAY 26\070526\HOH [CFPL] {PO00042} [686] (07th May).pdf,1
INV,CND/26-27/685,7-May-26,CFPL,OTHER,Handful of Health Private Limited,Cocktail Mix,1.0000,20089700,950.00,26-27 Invoice+CN Pdfs.zip,26-27\02.MAY 26\070526\HOH [CFPL] {PO00146} [685] (07th May).pdf,1
INV,CND/26-27/685,7-May-26,CFPL,OTHER,Handful of Health Private Limited,Krack Nut Coated Peanuts Tandoori Toofan,10.0000,20081930,2150.00,26-27 Invoice+CN Pdfs.zip,26-27\02.MAY 26\070526\HOH [CFPL] {PO00146} [685] (07th May).pdf,1
INV,CND/26-27/685,7-May-26,CFPL,OTHER,Handful of Health Private Limited,Daily Mewa Healthy Mix,13.0000,20089700,8060.00,26-27 Invoice+CN Pdfs.zip,26-27\02.MAY 26\070526\HOH [CFPL] {PO00146} [685] (07th May).pdf,1
INV,CDPL/26-27/65,7-May-26,CDPL,W-202,Innovative Retail Concepts Pvt. Ltd.,Fresho Kimia Dates 500 Gm,150.0000,08041020,54399.00,26-27 Invoice+CN Pdfs.zip,26-27\02.MAY 26\070526\Innovative [CDPL] {65} (07th May).pdf,1
INV,SR/CF/26-27/54,7-May-26,CFPL,W-202,Jagdish Trading Co (Labour),Processing & Packaging 1.Medjoul Medium 1kg - 01 - 06kgs (06 Kgs @ Rs.45 Per Kg) 2.Medjoul Jumbo 500Gm - 01 - 5.5kgs (5.5 Kgs @ Rs.45 Per Kg) 3.Oman R/D 05kgs - 02 - 10kgs (10 Kgs @ Rs.20 Per Kg) 4.Delkash Dates 500Gm - 01 - 07kgs (07 Kgs @ Rs.41 Per Kg) 5.Pista Kernel LP - 06 - 58.175kgs (58.175 Kgs @ Rs.16 Per Kg) 6.Almond Kernel R. R/S - 06 - 58kgs (58 Kgs @ Rs.16 Per Kg) Send To APMC [06.05.2026],0.0000,998816,2863.30,26-27 Invoice+CN Pdfs.zip,26-27\02.MAY 26\070526\JTC [CFPL] {54} [Service Bill] (07th May).pdf,1
INV,CND/26-27/696,7-May-26,CFPL,W-202,Jagdish Trading Co,King Solomon Oriental Dates 250g,150.0000,08041020,52800.00,26-27 Invoice+CN Pdfs.zip,26-27\02.MAY 26\070526\JTC [CFPL] {696} (07th May).pdf,1
INV,CND/26-27/697,7-May-26,CFPL,W-202,Jagdish Trading Co,Medjoul Dates Medium,375.0000,08041020,316500.00,26-27 Invoice+CN Pdfs.zip,26-27\02.MAY 26\070526\JTC [CFPL] {697} (07th May).pdf,1
INV,CND/26-27/698,7-May-26,CFPL,W-202,Jagdish Trading Co,King Solomon Medjoul Dates Jumbo 1kg,320.0000,08041020,380800.00,26-27 Invoice+CN Pdfs.zip,26-27\02.MAY 26\070526\JTC [CFPL] {698} (07th May).pdf,1
INV,CND/26-27/699,7-May-26,CFPL,W-202,Jagdish Trading Co,King Solomon Medjoul Dates Junior 1kg,40.0000,08041020,32200.00,26-27 Invoice+CN Pdfs.zip,26-27\02.MAY 26\070526\JTC [CFPL] {699} (07th May).pdf,1
INV,CND/26-27/699,7-May-26,CFPL,W-202,Jagdish Trading Co,King Solomon Medjoul Junior 500g,40.0000,08041020,32200.00,26-27 Invoice+CN Pdfs.zip,26-27\02.MAY 26\070526\JTC [CFPL] {699} (07th May).pdf,1
INV,CND/26-27/699,7-May-26,CFPL,W-202,Jagdish Trading Co,King Solomon Medjoul Dates Medium 1kg,40.0000,08041020,33760.00,26-27 Invoice+CN Pdfs.zip,26-27\02.MAY 26\070526\JTC [CFPL] {699} (07th May).pdf,1
INV,,7-May-26,CFPL,W-202,,Coated Peanuts,93.2000,20081930,10496.18,26-27 Invoice+CN Pdfs.zip,26-27\02.MAY 26\070526\Krishna Enterprises [CFPL] {Material Out} [20] (07th May).pdf,1
INV,CND/26-27/700,7-May-26,CFPL,W-202,Mie Foods India Private Limited,AL BARAKAH DATES,2000.0000,20079990,486000.00,26-27 Invoice+CN Pdfs.zip,26-27\02.MAY 26\070526\Mie Foods [CFPL] {700} (07th May).pdf,1
INV,CDPL/26-27/62,7-May-26,CDPL,W-202,Reliance Retail Limited (Navi Mumbai),CURATE DATES KIMIA IMP IRAN 500G,620.0000,08041020,208320.00,26-27 Invoice+CN Pdfs.zip,26-27\02.MAY 26\070526\RRL [CDPL] {62} (07th May).pdf,1
INV,CDPL/26-27/63,7-May-26,CDPL,W-202,Reliance Retail Limited (Navi Mumbai),CURATE DATES ORIENTAL IMP ISREL 500G,40.0000,08041020,18560.00,26-27 Invoice+CN Pdfs.zip,26-27\02.MAY 26\070526\RRL [CDPL] {63} (07th May).pdf,1
INV,CDPL/26-27/64,7-May-26,CDPL,W-202,Reliance Retail Limited (Navi Mumbai),CURATE DATES FARD IMP OMAN 500G,40.0000,08041020,13600.00,26-27 Invoice+CN Pdfs.zip,26-27\02.MAY 26\070526\RRL [CDPL] {64} (07th May).pdf,1
INV,CND/26-27/687,7-May-26,CFPL,W-202,RELIANCE RETAIL LIMITED,PL TURKEY APRICOTS 200G,8.0000,08131000,9297.60,26-27 Invoice+CN Pdfs.zip,26-27\02.MAY 26\070526\RRL [CFPL] {687} (07th May).pdf,1
INV,CND/26-27/687,7-May-26,CFPL,W-202,RELIANCE RETAIL LIMITED,PL CALIFORNIA PRUNES 200G,8.0000,08132000,5115.20,26-27 Invoice+CN Pdfs.zip,26-27\02.MAY 26\070526\RRL [CFPL] {687} (07th May).pdf,1
INV,CND/26-27/687,7-May-26,CFPL,W-202,RELIANCE RETAIL LIMITED,PL CLASSIC DATES 500G,168.0000,08041020,28476.00,26-27 Invoice+CN Pdfs.zip,26-27\02.MAY 26\070526\RRL [CFPL] {687} (07th May).pdf,1
INV,CND/26-27/688,7-May-26,CFPL,OTHER,RELIANCE RETAIL LIMITED,PL TURKEY APRICOTS 200G,32.0000,08131000,37190.40,26-27 Invoice+CN Pdfs.zip,26-27\02.MAY 26\070526\RRL [CFPL] {688} (07th May).pdf,1
INV,CND/26-27/688,7-May-26,CFPL,OTHER,RELIANCE RETAIL LIMITED,PL CALIFORNIA PRUNES 200G,16.0000,08132000,10230.40,26-27 Invoice+CN Pdfs.zip,26-27\02.MAY 26\070526\RRL [CFPL] {688} (07th May).pdf,1
INV,CND/26-27/688,7-May-26,CFPL,OTHER,RELIANCE RETAIL LIMITED,PL CLASSIC DATES 500G,568.0000,08041020,96276.00,26-27 Invoice+CN Pdfs.zip,26-27\02.MAY 26\070526\RRL [CFPL] {688} (07th May).pdf,1
INV,CND/26-27/688,7-May-26,CFPL,OTHER,RELIANCE RETAIL LIMITED,PL SLICED CRANBERRIES 100G,56.0000,20089300,28761.60,26-27 Invoice+CN Pdfs.zip,26-27\02.MAY 26\070526\RRL [CFPL] {688} (07th May).pdf,1
INV,CND/26-27/688,7-May-26,CFPL,OTHER,RELIANCE RETAIL LIMITED,PL DRIED BLUEBERRIES 100G,32.0000,20089919,43568.00,26-27 Invoice+CN Pdfs.zip,26-27\02.MAY 26\070526\RRL [CFPL] {688} (07th May).pdf,1
INV,CND/26-27/688,7-May-26,CFPL,OTHER,RELIANCE RETAIL LIMITED,PL ZAHIDI DATES 500G,90.0000,08041020,15111.00,26-27 Invoice+CN Pdfs.zip,26-27\02.MAY 26\070526\RRL [CFPL] {688} (07th May).pdf,1
INV,CND/26-27/689,7-May-26,CFPL,OTHER,RELIANCE RETAIL LIMITED,PL TURKEY APRICOTS 200G,8.0000,08131000,9297.60,26-27 Invoice+CN Pdfs.zip,26-27\02.MAY 26\070526\RRL [CFPL] {689} (07th May).pdf,1
INV,CND/26-27/689,7-May-26,CFPL,OTHER,RELIANCE RETAIL LIMITED,PL CALIFORNIA PRUNES 200G,32.0000,08132000,20460.80,26-27 Invoice+CN Pdfs.zip,26-27\02.MAY 26\070526\RRL [CFPL] {689} (07th May).pdf,1
INV,CND/26-27/689,7-May-26,CFPL,OTHER,RELIANCE RETAIL LIMITED,PL CLASSIC DATES 500G,80.0000,08041020,13560.00,26-27 Invoice+CN Pdfs.zip,26-27\02.MAY 26\070526\RRL [CFPL] {689} (07th May).pdf,1
INV,CND/26-27/689,7-May-26,CFPL,OTHER,RELIANCE RETAIL LIMITED,PL SLICED CRANBERRIES 100G,32.0000,20089300,16435.20,26-27 Invoice+CN Pdfs.zip,26-27\02.MAY 26\070526\RRL [CFPL] {689} (07th May).pdf,1
INV,CND/26-27/689,7-May-26,CFPL,OTHER,RELIANCE RETAIL LIMITED,PL DRIED BLUEBERRIES 100G,24.0000,20089919,32676.00,26-27 Invoice+CN Pdfs.zip,26-27\02.MAY 26\070526\RRL [CFPL] {689} (07th May).pdf,1
INV,CND/26-27/690,7-May-26,CFPL,W-202,RELIANCE RETAIL LIMITED,PL TURKEY APRICOTS 200G,24.0000,08131000,27892.80,26-27 Invoice+CN Pdfs.zip,26-27\02.MAY 26\070526\RRL [CFPL] {690} (07th May).pdf,1
INV,CND/26-27/690,7-May-26,CFPL,W-202,RELIANCE RETAIL LIMITED,PL CLASSIC DATES 500G,72.0000,08041020,12204.00,26-27 Invoice+CN Pdfs.zip,26-27\02.MAY 26\070526\RRL [CFPL] {690} (07th May).pdf,1
INV,CND/26-27/690,7-May-26,CFPL,W-202,RELIANCE RETAIL LIMITED,PL SLICED CRANBERRIES 100G,8.0000,20089300,4108.80,26-27 Invoice+CN Pdfs.zip,26-27\02.MAY 26\070526\RRL [CFPL] {690} (07th May).pdf,1
INV,CND/26-27/691,7-May-26,CFPL,W-202,RELIANCE RETAIL LIMITED,PL CLASSIC DATES 500G,88.0000,08041020,14916.00,26-27 Invoice+CN Pdfs.zip,26-27\02.MAY 26\070526\RRL [CFPL] {691} (07th May).pdf,1
INV,CND/26-27/691,7-May-26,CFPL,W-202,RELIANCE RETAIL LIMITED,PL SLICED CRANBERRIES 100G,8.0000,20089300,4108.80,26-27 Invoice+CN Pdfs.zip,26-27\02.MAY 26\070526\RRL [CFPL] {691} (07th May).pdf,1
INV,CND/26-27/691,7-May-26,CFPL,W-202,RELIANCE RETAIL LIMITED,PL DRIED BLUEBERRIES 100G,8.0000,20089919,10892.00,26-27 Invoice+CN Pdfs.zip,26-27\02.MAY 26\070526\RRL [CFPL] {691} (07th May).pdf,1
INV,CND/26-27/691,7-May-26,CFPL,W-202,RELIANCE RETAIL LIMITED,PL ZAHIDI DATES 500G,50.0000,08041020,8395.00,26-27 Invoice+CN Pdfs.zip,26-27\02.MAY 26\070526\RRL [CFPL] {691} (07th May).pdf,1
INV,CND/26-27/692,7-May-26,CFPL,W-202,RELIANCE RETAIL LIMITED,PL TURKEY APRICOTS 200G,24.0000,08131000,27892.80,26-27 Invoice+CN Pdfs.zip,26-27\02.MAY 26\070526\RRL [CFPL] {692} (07th May).pdf,1
INV,CND/26-27/692,7-May-26,CFPL,W-202,RELIANCE RETAIL LIMITED,PL CALIFORNIA PRUNES 200G,8.0000,08132000,5115.20,26-27 Invoice+CN Pdfs.zip,26-27\02.MAY 26\070526\RRL [CFPL] {692} (07th May).pdf,1
INV,CND/26-27/692,7-May-26,CFPL,W-202,RELIANCE RETAIL LIMITED,PL CLASSIC DATES 500G,344.0000,08041020,58308.00,26-27 Invoice+CN Pdfs.zip,26-27\02.MAY 26\070526\RRL [CFPL] {692} (07th May).pdf,1
