article,derived_type,in_fg_master,in_bom_parent,in_bom_component,in_all_sku,catalog_type,catalog_entity,process_category,routing_status,is_multilevel_sfg,in_wip_set,gap_flags
Hazelnut Blanched,rm,,,,Y,rm,cfpl,,n/a,,,
Hazelnut Chocolate Spread,rm,,,Y,Y,rm,cfpl,,n/a,,,
Hazelnut Kernal,rm,,,Y,Y,rm,cfpl,,n/a,,,
Healing Hand Oats and Dates Bar,fg,Y,,,,,,Sorting + Blending + Bar Forming + Packaging,routed,,Y,ARTICLE_NOT_IN_CATALOG; FG_NO_BOM_RECIPE
Healthy & Tasty BBQ Makhana 25gm,fg,,Y,,Y,fg,cfpl,,"MISSING (has BOM recipe, not in FG Master)",,,BOM_PARENT_NO_ROUTING; CATALOG_FG_NOT_IN_FG_MASTER
Healthy & Tasty Ghee and Himalayan Pink Salt Makhana 25gm,fg,,Y,,Y,fg,cfpl,,"MISSING (has BOM recipe, not in FG Master)",,,BOM_PARENT_NO_ROUTING; CATALOG_FG_NOT_IN_FG_MASTER
Healthy & Tasty Peri Peri Makhana 25gm,fg,,Y,,Y,fg,cfpl,,"MISSING (has BOM recipe, not in FG Master)",,,BOM_PARENT_NO_ROUTING; CATALOG_FG_NOT_IN_FG_MASTER
Healthy & Tasty Pudina Makhana 25gm,fg,,Y,,Y,fg,cfpl,,"MISSING (has BOM recipe, not in FG Master)",,,BOM_PARENT_NO_ROUTING; CATALOG_FG_NOT_IN_FG_MASTER
Healthy Choice 5 in 1 Seeds Mix 200gm,fg,,Y,,Y,fg,cfpl,,"MISSING (has BOM recipe, not in FG Master)",,,BOM_PARENT_NO_ROUTING; CATALOG_FG_NOT_IN_FG_MASTER
Healthy Choice 5 in 1 Seeds Mix Bulk,fg,,Y,Y,Y,fg,cfpl,,"MISSING (has BOM recipe, not in FG Master)",Y,,BOM_PARENT_NO_ROUTING; MULTILEVEL_SFG (component+has-BOM); CATALOG_FG_NOT_IN_FG_MASTER; SFG_NOT_IN_WIP_SET
Healthy Choice Chia Seeds 100 g,fg,Y,Y,,Y,fg,cfpl,Sorting + Packaging,routed,,,
Healthy Choice Chia Seeds 200 g,fg,Y,Y,,Y,fg,cfpl,Sorting + Packaging,routed,,,
Healthy Choice Roasted Pumpkin Seeds 100 g,fg,Y,Y,,Y,fg,cfpl,Sorting + Packaging,routed,,,
Healthy Choice Roasted Pumpkin Seeds 200 g,fg,Y,Y,,Y,fg,cfpl,Sorting + Packaging,routed,,,
Healthy Choice Roasted Sunflower Seeds 100 g,fg,Y,Y,,Y,fg,cfpl,Sorting + Packaging,routed,,,
Healthy Choice Roasted Sunflower Seeds 200 g,fg,Y,Y,,Y,fg,cfpl,Sorting + Packaging,routed,,,
Healthy Choice Roasted Watermelon Seeds 100 g,fg,Y,Y,,Y,fg,cfpl,Sorting + Packaging,routed,,,
Healthy Choice Roasted Watermelon Seeds 200 g,fg,Y,Y,,Y,fg,cfpl,Sorting + Packaging,routed,,,
Hemp Seed Oil,rm,,,,Y,rm,cfpl,,n/a,,,
Hemp Seeds,rm,,,,Y,rm,cfpl,,n/a,,,
Himalayan Pink Salt Trail Mix 150g,fg,,,,Y,fg,cfpl,,n/a,,,CATALOG_FG_NOT_IN_FG_MASTER
Hing Jeera - CP2218,rm,,,,Y,rm,cfpl,,n/a,,,
Hing Powder,rm,,,,Y,rm,cfpl,,n/a,,,
HOH Panch Mewa Mix Loose,fg,Y,,,,,,Sorting + Roasting (Bulk Packaging,routed,,,ARTICLE_NOT_IN_CATALOG; FG_NO_BOM_RECIPE
HOH Raksha Bandhan Box 190 Gm,fg,Y,Y,,Y,fg,cfpl,Flavouring (Bulk Packaging,routed,,,
HOH Raksha Bandhan Box 268g,fg,Y,Y,,Y,fg,cfpl,Flavouring (Bulk Packaging,routed,,,
HOH ZORRO PECAN MAPLE GLAZED 100G BOX,fg,,Y,,Y,fg,cfpl,,"MISSING (has BOM recipe, not in FG Master)",,,BOM_PARENT_NO_ROUTING; CATALOG_FG_NOT_IN_FG_MASTER
HOH ZORRO PECAN ROASTED SALTED100G BOX,fg,,Y,,Y,fg,cfpl,,"MISSING (has BOM recipe, not in FG Master)",,,BOM_PARENT_NO_ROUTING; CATALOG_FG_NOT_IN_FG_MASTER
HOH ZORRO PECAN SIMPLY PECAN 100G BOX,fg,,Y,,Y,fg,cfpl,,"MISSING (has BOM recipe, not in FG Master)",,,BOM_PARENT_NO_ROUTING; CATALOG_FG_NOT_IN_FG_MASTER
HOH ZORRO PECAN SWEET & SPICY 100G BOX,fg,,Y,,Y,fg,cfpl,,"MISSING (has BOM recipe, not in FG Master)",,,BOM_PARENT_NO_ROUTING; CATALOG_FG_NOT_IN_FG_MASTER
HOH ZORRO PECANS FREE GRANOLA 100G BOX,fg,,Y,,Y,fg,cfpl,,"MISSING (has BOM recipe, not in FG Master)",,,BOM_PARENT_NO_ROUTING; CATALOG_FG_NOT_IN_FG_MASTER
Honey Loose,rm,,,Y,Y,rm,cfpl,,n/a,,,
Honey Roast Almonds,rm,,,Y,Y,rm,cfpl,,n/a,,,
Honey Roasted Macadamia Nut,fg,,,Y,Y,fg,cfpl,,n/a,,,CATALOG_FG_NOT_IN_FG_MASTER
Honey Roasted Macadamias 100gm,fg,,Y,,Y,fg,cfpl,,"MISSING (has BOM recipe, not in FG Master)",,,BOM_PARENT_NO_ROUTING; CATALOG_FG_NOT_IN_FG_MASTER
Hot Wasabi Trail Mix 150g,fg,,,,Y,fg,cfpl,,n/a,,,CATALOG_FG_NOT_IN_FG_MASTER
Independence Almonds,rm,Y,Y,Y,Y,rm,cfpl,Sorting (Bulk Packaging,routed,Y,,MULTILEVEL_SFG (component+has-BOM); SFG_NOT_IN_WIP_SET
Independent Almond Inshell,rm,,,,Y,rm,cfpl,,n/a,,,
Indian Black Raisins,rm,,,Y,Y,rm,cfpl,,n/a,,,
Indian Green Raisins,rm,Y,Y,Y,Y,rm,cfpl,Sorting (Bulk Packaging,routed,Y,,MULTILEVEL_SFG (component+has-BOM); SFG_NOT_IN_WIP_SET
Indian Green Raisins 230g,fg,Y,Y,,Y,fg,cfpl,Sorting + Packaging,routed,,,
Indian Green Raisins 90gm,fg,Y,Y,,Y,fg,cfpl,Sorting + Packaging,routed,,,
Indian Long Green Raisins,rm,Y,Y,Y,Y,rm,cfpl,Sorting (Bulk Packaging,routed,Y,,MULTILEVEL_SFG (component+has-BOM); SFG_NOT_IN_WIP_SET
Instant Coffee Powder,rm,,,,Y,rm,cfpl,,n/a,,,
Jaggery Powder,rm,,,Y,Y,rm,cfpl,,n/a,,,
Jaggery Powder 0%,rm,,,Y,Y,rm,cfpl,,n/a,,,
Jav,rm,,,,Y,rm,cfpl,,n/a,,,
Jawar Puff,rm,,,Y,Y,rm,cfpl,,n/a,,,
JEERA (CUMIN SEEDS),rm,,,Y,Y,rm,cfpl,,n/a,,,
Jeera Powder,rm,,,,Y,rm,cfpl,,n/a,,,
Jowar Flakes,rm,,,Y,Y,rm,cfpl,,n/a,,,
Jute Drawstring  300g,fg,Y,Y,,Y,fg,cfpl,Sorting + Packaging,routed,,,
Jute Floppy Bag Hamper,fg,Y,Y,,Y,fg,cfpl,Flavouring + Packaging,routed,,,
Kakdi Magaj,rm,,,,Y,rm,cfpl,,n/a,,,
Kalunji Seeds,rm,,,,Y,rm,cfpl,,n/a,,,
Kamar Kas Powder - Dink Powder,rm,,,,Y,rm,cfpl,,n/a,,,
Kara Coconut Cream Powder (Instant) 15kg/1 - TPL,rm,,,Y,Y,rm,cfpl,,n/a,,,
Kara Coconut Milk 17% 200ml,rm,,,Y,Y,rm,cfpl,,n/a,,,
Kara Coconut Milk 17% 200ml New,rm,,,Y,Y,rm,cfpl,,n/a,,,
Kara Coconut Milk 17% 400ml,rm,,,Y,Y,rm,cfpl,,n/a,,,
Kara Coconut Milk 17% 400ml New,rm,,,,Y,rm,cfpl,,n/a,,,
Kashmiri Walnut Kernels,rm,,,Y,Y,rm,cfpl,,n/a,,,
KERRY ARTIFICIAL CHEESE FLAVOR - TPL,rm,,,Y,Y,rm,cfpl,,n/a,,,
Kerry N&A Butter Flavour - TPL,rm,,,,Y,rm,cfpl,,n/a,,,
KERRY SAUCE MIX POWDER 25KG TPL,rm,,,Y,Y,rm,cfpl,,n/a,,,
Kesar Almonds,fg,,,,Y,fg,cfpl,,n/a,,,CATALOG_FG_NOT_IN_FG_MASTER
KFI FLAVORCREST UNC NF - TPL,rm,,,Y,Y,rm,cfpl,,n/a,,,
Khalas Grade B,rm,,,,Y,rm,cfpl,,n/a,,,
Khaneizi Dates,rm,,,Y,Y,rm,cfpl,,n/a,,,
Khaneizi Seedless Dates,rm,,,,Y,rm,cfpl,,n/a,,,
Kharek Tukda,rm,,,,Y,rm,cdpl,,n/a,,,
Kharik,rm,,,,Y,rm,cdpl,,n/a,,,
Kharik Tukda,rm,,,Y,Y,rm,cfpl,,n/a,,,
Khidri Jumbo Stuffed with Orange Peel 250g,fg,,,,Y,fg,cfpl,,n/a,,,CATALOG_FG_NOT_IN_FG_MASTER
Khira Magaj - Cucumbar Seeds,rm,,,,Y,rm,cfpl,,n/a,,,
KHUS KHUS / POPPY SEEDS,rm,,,Y,Y,rm,cfpl,,n/a,,,
Kimia Grade B,rm,,,,Y,rm,cfpl,,n/a,,,
King Solomon 3 Dates 2 Go,fg,,Y,,Y,fg,cfpl,,"MISSING (has BOM recipe, not in FG Master)",,,BOM_PARENT_NO_ROUTING; CATALOG_FG_NOT_IN_FG_MASTER
King Solomon Dates Medjool Medium 200g,fg,Y,Y,,Y,fg,cfpl,Sorting + Packaging,routed,,,
King Solomon Dates Medjool Mini 500g,fg,,,,Y,fg,cdpl,,n/a,,,CATALOG_FG_NOT_IN_FG_MASTER
King Solomon Dates Medjoul 200g,fg,,,,Y,fg,cdpl,,n/a,,,CATALOG_FG_NOT_IN_FG_MASTER
King Solomon Dates Medjoul Medium [Y1562] 200gm,fg,Y,Y,,Y,fg,cfpl,Sorting + Packaging,routed,,,
King Solomon Medjoul Dates 250 Gms,fg,Y,Y,Y,Y,fg,cfpl+cdpl,Sorting + Packaging,routed,Y,,MULTILEVEL_SFG (component+has-BOM); SFG_NOT_IN_WIP_SET
King Solomon Medjoul Dates 3 Dates 2 Go,fg,,Y,,Y,fg,cfpl,,"MISSING (has BOM recipe, not in FG Master)",,,BOM_PARENT_NO_ROUTING; CATALOG_FG_NOT_IN_FG_MASTER
King Solomon Medjoul Dates 500 Gms,fg,Y,Y,,Y,fg,cfpl+cdpl,Sorting + Packaging,routed,,,
King Solomon Medjoul Dates Jumbo 1kg,fg,Y,Y,,Y,fg,cfpl+cdpl,Sorting + Packaging,routed,,,
King Solomon Medjoul Dates Junior 1kg,fg,Y,Y,,Y,fg,cfpl+cdpl,Sorting + Packaging,routed,,,
King Solomon Medjoul Dates Large 1kg,fg,Y,Y,,Y,fg,cfpl+cdpl,Sorting + Packaging,routed,,,
King Solomon Medjoul Dates Large 5 Kg,rm,,,,Y,rm,cdpl,,n/a,,,
King Solomon Medjoul Dates Medium 1kg,fg,Y,Y,,Y,fg,cfpl+cdpl,Sorting + Packaging,routed,,,
King Solomon Medjoul Dates Medium 500 Gm,fg,Y,Y,,Y,fg,cfpl+cdpl,Sorting + Packaging,routed,,,
King Solomon Medjoul Dates Mini 500 Gm,fg,Y,Y,,Y,fg,cfpl,Sorting + Packaging,routed,,,
King Solomon Medjoul Jumbo Dates 500gm,fg,Y,Y,,Y,fg,cfpl+cdpl,Sorting + Packaging,routed,,,
King Solomon medjoul junior 500 gm,fg,,,,Y,fg,cdpl,,n/a,,,CATALOG_FG_NOT_IN_FG_MASTER
King Solomon Medjoul Junior 500g,fg,Y,Y,,Y,fg,cfpl,Sorting + Packaging,routed,,,
King Solomon Medjoul Super Jumbo 1 Kg,fg,,,,Y,fg,cdpl,,n/a,,,CATALOG_FG_NOT_IN_FG_MASTER
King Solomon Medjoul Super Jumbo 1kg,fg,Y,Y,,Y,fg,cfpl,Sorting + Packaging,routed,,,
King Solomon Medjoul Super Jumbo 500 Gm,fg,,,,Y,fg,cdpl,,n/a,,,CATALOG_FG_NOT_IN_FG_MASTER
King Solomon Medjoul Super Jumbo 500gm,fg,Y,Y,,Y,fg,cfpl,Sorting + Packaging,routed,,,
King Solomon Oriental Dates 250 Gms,fg,,,,Y,fg,cdpl,,n/a,,,CATALOG_FG_NOT_IN_FG_MASTER
King Solomon Oriental Dates 250g,fg,Y,Y,Y,Y,fg,cfpl+cdpl,Sorting + Packaging,routed,Y,,MULTILEVEL_SFG (component+has-BOM); SFG_NOT_IN_WIP_SET
King Solomon Oriental Dates 400g,fg,,,,Y,fg,cdpl,,n/a,,,CATALOG_FG_NOT_IN_FG_MASTER
King Solomon Oriental Dates 500gm,fg,Y,Y,,Y,fg,cfpl+cdpl,Sorting + Packaging,routed,,,
King Solomon Oriental Jumbo 5 Kg,fg,,,,Y,fg,cdpl,,n/a,,,CATALOG_FG_NOT_IN_FG_MASTER
KINGDOM OF DATES AMARY DATES,rm,,,,Y,rm,cdpl,,n/a,,,
KINGDOM OF DATES DATE POWDER 250G,fg,,,,Y,fg,cdpl,,n/a,,,CATALOG_FG_NOT_IN_FG_MASTER
KINGDOM OF DATES DATE SYRUP 450G,fg,,,,Y,fg,cdpl,,n/a,,,CATALOG_FG_NOT_IN_FG_MASTER
KINGDOM OF DATES DEGLET DATES,rm,,,,Y,rm,cdpl,,n/a,,,
KINGDOM OF DATES KALMI REGULARE,rm,,,,Y,rm,cdpl,,n/a,,,
KINGDOM OF DATES KHALAS DATES,rm,,,,Y,rm,cdpl,,n/a,,,
KINGDOM OF DATES KHANEIZI DATES,rm,,,,Y,rm,cdpl,,n/a,,,
KINGDOM OF DATES MARYAM DATES,rm,,,,Y,rm,cdpl,,n/a,,,
KINGDOM OF DATES MAZAFATI DATES,rm,,,,Y,rm,cdpl,,n/a,,,
KINGDOM OF DATES MEDJOUL BON DATES,rm,,,,Y,rm,cdpl,,n/a,,,
KINGDOM OF DATES MEDJOUL BON DATES 750gm,fg,,,,Y,fg,cdpl,,n/a,,,CATALOG_FG_NOT_IN_FG_MASTER
KINGDOM OF DATES MEDJOUL SP JUM DATES,rm,,,,Y,rm,cdpl,,n/a,,,
KINGDOM OF DATES MEDJOUL-JUMBO DATES,rm,,,,Y,rm,cdpl,,n/a,,,
KINGDOM OF DATES MEDJOUL-LARGE DATES,rm,,,,Y,rm,cdpl,,n/a,,,
KINGDOM OF DATES MEDJOUL-MEDIUM DATES,rm,,,,Y,rm,cdpl,,n/a,,,
KINGDOM OF DATES ORIENTAL DATES,rm,,,,Y,rm,cdpl,,n/a,,,
KINGDOM OF DATES SAYER DATES,fg,,,,Y,fg,cfpl+cdpl,,n/a,,,CATALOG_FG_NOT_IN_FG_MASTER
KINGDOM OF DATES SEGAI DATES,rm,,,,Y,rm,cdpl,,n/a,,,
KINGDOM OF DATES SUKKARY DATES,rm,,,,Y,rm,cdpl,,n/a,,,
KINGDOM OF DATES ZAHIDI DATES,rm,,,,Y,rm,cdpl,,n/a,,,
Korean Coated Peanuts 60gm,fg,,Y,,Y,fg,cfpl,,"MISSING (has BOM recipe, not in FG Master)",,,BOM_PARENT_NO_ROUTING; CATALOG_FG_NOT_IN_FG_MASTER
Krack Nut Coated Peanuts Magic Masala 110g,fg,Y,Y,,Y,fg,cfpl,Flavouring + Packaging,routed,,,
Krack Nut Coated Peanuts Pudina Patakha 100g,fg,Y,Y,Y,Y,fg,cfpl,Sorting + Packaging,routed,Y,,MULTILEVEL_SFG (component+has-BOM); SFG_NOT_IN_WIP_SET
Krack Nut Coated Peanuts Pudina Patakha 25g Not Use,fg,Y,Y,,Y,fg,cfpl,Flavouring + Packaging,routed,,,
Krack Nut Coated Peanuts Pudina Patakha 25gm,fg,Y,Y,,Y,fg,cfpl,Sorting + Packaging,routed,,,
Krack Nut Coated Peanuts Tandoori Toofan 1 Kg,fg,Y,Y,,Y,fg,cfpl,Sorting + Packaging,routed,,,
Krack Nut Coated Peanuts Thai Firangi 1 Kg,fg,Y,Y,,Y,fg,cfpl,Sorting + Packaging,routed,,,
Krack Nut Coated Peanuts Thai Firangi 100g,fg,Y,Y,Y,Y,fg,cfpl,Sorting + Packaging,routed,Y,,MULTILEVEL_SFG (component+has-BOM); SFG_NOT_IN_WIP_SET
Kracknut Coated Peanuts - Tandoori Toofan 110g,fg,Y,Y,,Y,fg,cfpl,Sorting + Packaging,routed,,,
Kracknut Coated Peanuts - Tandoori Toofan 160gm,fg,Y,Y,,Y,fg,cfpl,Sorting + Packaging,routed,,,
Kracknut Coated Peanuts - Tandoori Toofan 25g,fg,Y,Y,,Y,fg,cfpl,Sorting + Packaging,routed,,,
Kracknut Coated Peanuts - Thai Firangi 25g,fg,Y,Y,,Y,fg,cfpl,Sorting + Packaging,routed,,,
Kracknut Coated Peanuts-Pudhina Patakha 110g,fg,Y,Y,Y,Y,fg,cfpl,Sorting + Packaging,routed,Y,,MULTILEVEL_SFG (component+has-BOM); SFG_NOT_IN_WIP_SET
Kracknut Coated Peanuts-Pudhina Patakha 160gm,fg,,,,Y,fg,cfpl,,n/a,,,CATALOG_FG_NOT_IN_FG_MASTER
Kracknut Coated Peanuts-Pudhina Patakha 1kg,fg,Y,Y,,Y,fg,cfpl,Sorting + Packaging,routed,,,
Kracknut Coated Peanuts-Thai Firangi 110g,fg,Y,Y,,Y,fg,cfpl,Sorting + Packaging,routed,,,
Kracknut Coated Peanuts-Thai Firangi 160gm,fg,,Y,,Y,fg,cfpl,,"MISSING (has BOM recipe, not in FG Master)",,,BOM_PARENT_NO_ROUTING; CATALOG_FG_NOT_IN_FG_MASTER
Leaf Green 500 Gm,rm,,,,Y,rm,cfpl,,n/a,,,
Lemon Pepper Cashew Bulk,fg,Y,Y,Y,Y,fg,cfpl,Flavouring + Roasting +Bulk Packaging,routed,Y,Y,MULTILEVEL_SFG (component+has-BOM)
Lemon Pepper Seasoning,rm,,,Y,Y,rm,cfpl,,n/a,,,
Lemon Pickle,rm,,,,Y,rm,cfpl,,n/a,,,
Lime  & Chilly Cashew,fg,,,,Y,fg,cfpl,,n/a,,,CATALOG_FG_NOT_IN_FG_MASTER
Lime Chilli Seasoning,rm,,,Y,Y,rm,cfpl,,n/a,,,
Lime Chilly Coated Peanuts 60gm,fg,,Y,,Y,fg,cfpl,,"MISSING (has BOM recipe, not in FG Master)",,,BOM_PARENT_NO_ROUTING; CATALOG_FG_NOT_IN_FG_MASTER
Lulu Dates Sagai ( 66189 ),rm,,,,Y,rm,cdpl,,n/a,,,
Mabroom Dates,rm,,,Y,Y,rm,cfpl,,n/a,,,
Mac Snack Dry Roasted Macadamias Munchies 100gm-style 4,fg,Y,,,,,,Sorting + Roasting + Packaging,routed,,,ARTICLE_NOT_IN_CATALOG; FG_NO_BOM_RECIPE
Mac Snack Dry Roasted Macadamias Munchies 200gm,fg,Y,,,,,,Sorting + Roasting + Packaging,routed,,,ARTICLE_NOT_IN_CATALOG; FG_NO_BOM_RECIPE
Mac Snack Macadamia Stlye 0 Premium-200gm,fg,Y,Y,,Y,fg,cfpl,Sorting + Packaging,routed,,,
Mac Snack Macadamia Style 1 Roasted & Salted Premium 200g,fg,Y,Y,,Y,fg,cfpl,Flavouring + Packaging,routed,,,
Mac Snack Roasted & Salted Macadamias Munchies 200gm-style 4,fg,Y,,,,,,Flavouring + Packaging,routed,,,ARTICLE_NOT_IN_CATALOG; FG_NO_BOM_RECIPE
Mac Snack Roasted Macadamias Munchies 100gm-style 4,fg,Y,,,,,,Flavouring + Packaging,routed,,,ARTICLE_NOT_IN_CATALOG; FG_NO_BOM_RECIPE
Macadamia Commercial Grade Style 1,rm,,,Y,Y,rm,cfpl,,n/a,,,
Macadamia Commercial Grade Style 4L,rm,,,Y,Y,rm,cfpl,,n/a,,,
Macadamia Dark Chocolate Clusters,fg,,,Y,Y,fg,cfpl,,n/a,,,CATALOG_FG_NOT_IN_FG_MASTER
MACADAMIA FINGER LIME & JALAPENO,fg,,,Y,Y,fg,cfpl,,n/a,,,CATALOG_FG_NOT_IN_FG_MASTER
Macadamia Inshell,rm,,,,Y,rm,cfpl,,n/a,,,
Macadamia Inshell 150g,fg,Y,Y,Y,Y,fg,cfpl,Sorting + Packaging,routed,Y,,MULTILEVEL_SFG (component+has-BOM); SFG_NOT_IN_WIP_SET
Macadamia Kernal 150gm,fg,Y,Y,Y,Y,fg,cfpl,Sorting + Packaging,routed,Y,,MULTILEVEL_SFG (component+has-BOM); SFG_NOT_IN_WIP_SET
Macadamia Kernel ( Kg ),rm,,,Y,Y,rm,cfpl,,n/a,,,
Macadamia Kernel Style 0,rm,,,,Y,rm,cfpl,,n/a,,,
Macadamia Kernel Style 1L,rm,,,,Y,rm,cfpl,,n/a,,,
Macadamia Milk Chocolate Clusters,fg,,,Y,Y,fg,cfpl,,n/a,,,CATALOG_FG_NOT_IN_FG_MASTER
MACADAMIA NIS - ROASTED SEA SALT,fg,,,Y,Y,fg,cfpl,,n/a,,,CATALOG_FG_NOT_IN_FG_MASTER
Macadamia Paste,rm,,,,Y,rm,cfpl,,n/a,,,
Macadamia Roasted & Salted style 4,fg,Y,Y,Y,Y,fg,cfpl,Flavouring (Bulk Packaging,routed,Y,,MULTILEVEL_SFG (component+has-BOM); SFG_NOT_IN_WIP_SET
Macadamia Roasted - Size 0,rm,,,Y,Y,rm,cfpl,,n/a,,,
Macadamia Roasted - Size 1,rm,Y,Y,Y,Y,rm,cfpl,Sorting (Bulk Packaging),routed,Y,,MULTILEVEL_SFG (component+has-BOM); SFG_NOT_IN_WIP_SET
Macadamia Roasted - Size 2,rm,Y,Y,Y,Y,rm,cfpl,Sorting (Bulk Packaging),routed,Y,,MULTILEVEL_SFG (component+has-BOM); SFG_NOT_IN_WIP_SET
Macadamia Roasted - Size 4,rm,Y,Y,Y,Y,rm,cfpl,Sorting (Bulk Packaging),routed,Y,,MULTILEVEL_SFG (component+has-BOM); SFG_NOT_IN_WIP_SET
Macadamia Roasted - Size 4L,rm,,,Y,Y,rm,cfpl,,n/a,,,
Macadamia Roasted - Size 6,rm,,,,Y,rm,cfpl,,n/a,,,
Macadamia Roasted NIS Sawn,rm,Y,Y,Y,Y,rm,cfpl,Sorting (Bulk Packaging),routed,Y,,MULTILEVEL_SFG (component+has-BOM); SFG_NOT_IN_WIP_SET
Macadamia Roasted Salted - Size 0,fg,Y,Y,,Y,fg,cfpl,Sorting (Bulk Packaging),routed,,,
Macadamia Roasted Salted - Size 1,rm,Y,Y,Y,Y,rm,cfpl,Sorting (Bulk Packaging),routed,Y,,MULTILEVEL_SFG (component+has-BOM); SFG_NOT_IN_WIP_SET
Macadamia Roasted Salted - Size 4,rm,,,Y,Y,rm,cfpl,,n/a,,,
MACADAMIA ROSEMARY & SEA SALT,fg,,,Y,Y,fg,cfpl,,n/a,,,CATALOG_FG_NOT_IN_FG_MASTER
Macadamia Vanilla Whole - 320* Cut,rm,,,Y,Y,rm,cfpl,,n/a,,,
Macadamia Whole - 320* Cut,rm,,,Y,Y,rm,cfpl,,n/a,,,
MACSNACK DRYRST MCADAMIAMUNCHIE 100G PCH,fg,,Y,,Y,fg,cfpl,,"MISSING (has BOM recipe, not in FG Master)",,,BOM_PARENT_NO_ROUTING; CATALOG_FG_NOT_IN_FG_MASTER
MACSNACK DRYRST MCADAMIAMUNCHIE 200G PCH,fg,,Y,,Y,fg,cfpl,,"MISSING (has BOM recipe, not in FG Master)",,,BOM_PARENT_NO_ROUTING; CATALOG_FG_NOT_IN_FG_MASTER
MACSNACK R&S MACADAMIA MUNCHIES 100G PCH,fg,,Y,,Y,fg,cfpl,,"MISSING (has BOM recipe, not in FG Master)",,,BOM_PARENT_NO_ROUTING; CATALOG_FG_NOT_IN_FG_MASTER
MACSNACK R&S MACADAMIA MUNCHIES 200G PCH,fg,,Y,,Y,fg,cfpl,,"MISSING (has BOM recipe, not in FG Master)",,,BOM_PARENT_NO_ROUTING; CATALOG_FG_NOT_IN_FG_MASTER
Maggi Masala Flavours,rm,,,,Y,rm,cfpl,,n/a,,,
Magic Masala Seasoning,rm,,,Y,Y,rm,cfpl,,n/a,,,
Maida 0%,rm,,,,Y,rm,cfpl,,n/a,,,
Maize Starch,rm,,,Y,Y,rm,cfpl,,n/a,,,
Makhana,rm,,,Y,Y,rm,cfpl,,n/a,,,
Makhana 4+ Sutta,rm,,,Y,Y,rm,cfpl,,n/a,,,
Makhana 5 Suta,rm,,,Y,Y,rm,cfpl,,n/a,,,
Makhana Black Pepper,fg,Y,Y,,Y,fg,cfpl,Flavouring (Bulk Packaging,routed,,Y,
Makhana Black Salt 75gm,fg,Y,Y,,Y,fg,cfpl,Flavouring + Packaging,routed,,,
Makhana Chilli Lime 75gm,fg,Y,Y,,Y,fg,cfpl,Flavouring + Packaging,routed,,,
Makhana Himalayan Pink Salt,fg,Y,Y,Y,Y,fg,cfpl,Flavouring + Packaging,routed,Y,Y,MULTILEVEL_SFG (component+has-BOM)
Makhana Himalayan Pink Salt 75gm,fg,Y,Y,,Y,fg,cfpl,Flavouring + Packaging,routed,,,
Makhana Masala,fg,Y,Y,,Y,fg,cfpl,Flavouring (Bulk Packaging,routed,,Y,
Makhana Peri Peri,fg,Y,Y,,Y,fg,cfpl,Flavouring (Bulk Packaging,routed,,Y,
Makhana Salted 50gm,fg,,Y,,Y,fg,cfpl,,"MISSING (has BOM recipe, not in FG Master)",,,BOM_PARENT_NO_ROUTING; CATALOG_FG_NOT_IN_FG_MASTER
Makhana Tangy Tomato 75gm,fg,Y,Y,,Y,fg,cfpl,Sorting + Packaging,routed,,,
Maltitol Liquid,rm,,,Y,Y,rm,cfpl,,n/a,,,
Maltodextrin - TPL,rm,,,Y,Y,rm,cfpl,,n/a,,,
Mamra Almonds 1A,rm,,,,Y,rm,cfpl,,n/a,,,
Mamra Almonds 2A,rm,,,Y,Y,rm,cfpl,,n/a,,,
Mamra Almonds 3A,rm,,,Y,Y,rm,cfpl,,n/a,,,
Mamra Almonds 4A,rm,,,,Y,rm,cfpl,,n/a,,,
Mamra Almonds 5A,rm,,,Y,Y,rm,cfpl,,n/a,,,
Mamra Almonds 6A,rm,,,Y,Y,rm,cfpl,,n/a,,,
Mamra Almonds 7A,rm,,,,Y,rm,cfpl,,n/a,,,
Mamra Almonds ES,rm,,,,Y,rm,cfpl,,n/a,,,
Mamra Selected,rm,,,,Y,rm,cfpl,,n/a,,,
Mango Flavour 291018,rm,,,Y,Y,rm,cfpl,,n/a,,,
Mango Slice Chilli Seasoning,rm,,,,Y,rm,cfpl,,n/a,,,
Maryam Dates,rm,,,Y,Y,rm,cfpl,,n/a,,,
Masala Cashew,fg,Y,Y,,Y,fg,cfpl,Flavouring (Bulk Packaging,routed,,Y,
Masala Masti Trail Mix 150g,fg,,,,Y,fg,cfpl,,n/a,,,CATALOG_FG_NOT_IN_FG_MASTER
Masala Raisin,fg,Y,Y,,Y,fg,cfpl,Flavouring (Bulk Packaging,routed,,,
Masala Seasoning,rm,,,Y,Y,rm,cfpl,,n/a,,,
Mazafati Dates,rm,,,Y,Y,rm,cfpl,,n/a,,,
Mazafati Grade B,rm,,,,Y,rm,cfpl+cdpl,,n/a,,,
MDF Premium Medjoul Dates Box 18 Pcs,fg,Y,Y,,Y,fg,cfpl,Sorting + Packaging,routed,,,
Medjoul Dates Egypt - Large,rm,,,,Y,rm,cdpl,,n/a,,,
MEDJOUL DATES JUMBO,rm,,,Y,Y,rm,cfpl,,n/a,,,
Medjoul Dates Junior,rm,,,Y,Y,rm,cfpl,,n/a,,,
Medjoul Dates Large,rm,,,Y,Y,rm,cfpl,,n/a,,,
Medjoul Dates Medium,rm,,,Y,Y,rm,cfpl,,n/a,,,
