fg_name,cycle_archetype,final_stage_label,input_code,input_sfg_article,input_kind
Pine Nut Kernel,D: Pack-only,Sorting + Packing,RM,,RM
Pink Salt Almonds Bulk,A: WIP producer (bulk),Packing,SFG0237,Pink Salt Almonds Bulk,SFG
Pink Salt Pistachios 90gm,D: Pack-only,Sorting + Packing,RM,,RM
Pista Akbari Roasted and Salted,B: Transform->Pack (in-line),Packing,SFG0238,Pista Akbari Roasted and Salted · WIP · RoastFlav,SFG
Pista Irani 101 Inshell Roasted and salted,B: Transform->Pack (in-line),Packing,SFG0239,Pista Irani 101 Inshell Roasted and salted · WIP · RoastFlav,SFG
Pista Irani Inshell Roasted and Salted,B: Transform->Pack (in-line),Packing,SFG0240,Pista Irani Inshell Roasted and Salted · WIP · RoastFlav,SFG
Pista Kernal Roasted and Salted,D: Pack-only,Sorting + Packing,RM,,RM
Pista Kernel,D: Pack-only,Sorting + Packing,RM,,RM
Plain Coated Peanuts,B: Transform->Pack (in-line),Packing,SFG0242,Plain Coated Peanuts · WIP · RoastFlav,SFG
Planck Foods Multi Millet 5 GC puffs 210g,B: Transform->Pack (in-line),Packing,SFG0243,Planck Foods Multi Millet 5 GC puffs · WIP · Roast,SFG
"Popular Raisins, 500 g (B07GR3S1RR)",D: Pack-only,Sorting + Packing,RM,,RM
Premia Almond Salted 100 Gm,C: Pack of existing SFG,Packing,SFG0261,Roasted & Salted Almonds Bulk,SFG
Premia Breakfast Mix 100g (100005226),C: Pack of existing SFG,Packing,SFG0337,Premia Breakfast Mix Bulk,SFG
Premia Cashew Black Pepper 100 Gm,C: Pack of existing SFG,Packing,SFG0024,Black Pepper Cashew Bulk,SFG
Premia Cashew Salted 100 Gm,D: Pack-only,Sorting + Packing,RM,,RM
Premia Chatpata Cranberry 100gm,D: Pack-only,Sorting + Packing,RM,,RM
Premia Indian Raisin 100gm,D: Pack-only,Sorting + Packing,RM,,RM
Premia Nuts & Seeds Mix 100g (100005422),C: Pack of existing SFG,Packing,SFG0338,Premia Nuts & Seeds Mix Bulk,SFG
Premia Prunes 100gm,D: Pack-only,Sorting + Packing,RM,,RM
Premia Trail Mix 100g (100005227),C: Pack of existing SFG,Packing,SFG0339,Premia Trail Mix Bulk,SFG
Premium Trail Mix 100gm,B: Transform->Pack (in-line),Packing,SFG0244,Premium Trail Mix · WIP · RoastFlav,SFG
Prunes 1KG (B07GR24VN1),D: Pack-only,Sorting + Packing,RM,,RM
Prunes 200G (B07GQWRZKN),D: Pack-only,Sorting + Packing,RM,,RM
Prunes 500G (B07GQZSS53),D: Pack-only,Sorting + Packing,RM,,RM
Pudina Cashew,B: Transform->Pack (in-line),Packing,SFG0245,Pudina Cashew · WIP · RoastFlav,SFG
Pudina Makhana,B: Transform->Pack (in-line),Packing,SFG0246,Pudina Makhana · WIP · RoastFlav,SFG
Pumpkin Seeds 500G (B07GQWST7Y) FBA,D: Pack-only,Sorting + Packing,RM,,RM
Pumpkin Seeds Roasted,B: Transform->Pack (in-line),Packing,SFG0247,Pumpkin Seeds Roasted · WIP · Roast,SFG
Pumpkin Seeds Roasted and Salted,B: Transform->Pack (in-line),Packing,SFG0248,Pumpkin Seeds Roasted and Salted · WIP · RoastFlav,SFG
ROYAL TRADITIONS SHUBHKAMNA-300G (14179),D: Pack-only,Sorting + Packing,RM,,RM
ROYAL TRADITON SNACK MASALA MIX 100G,B: Transform->Pack (in-line),Packing,SFG0276,ROYAL TRADITON SNACK MASALA MIX · WIP · RoastFlav,SFG
ROYAL TRADITON SNACK MIX CHATPATA-100G,B: Transform->Pack (in-line),Packing,SFG0277,ROYAL TRADITON SNACK MIX CHATPATA · WIP · RoastFlav,SFG
Raisins 200G (B07GRBFFMR) FBA,D: Pack-only,Sorting + Packing,RM,,RM
Red Dates Seedless 500 Gm,B: Transform->Pack (in-line),Packing,SFG0249,Red Dates Seedless · WIP · DeSeed,SFG
Rhine Valley Almond & Coffee Date Bar 50gm,B: Transform->Pack (in-line),Packing,SFG0250,Rhine Valley Almond & Coffee Date Bar · WIP · BlendForm,SFG
Rhine Valley Almond & Cranberry Date Bar 50gm,B: Transform->Pack (in-line),Packing,SFG0251,Rhine Valley Almond & Cranberry Date Bar · WIP · BlendForm,SFG
Rhine Valley Almond & Orange Dark Chocolate Date Bar 50gm,B: Transform->Pack (in-line),Packing,SFG0252,Rhine Valley Almond & Orange Dark Chocolate Date Bar · WIP · BlendForm,SFG
Rhine Valley Barbeque Trail Mix 100gm,B: Transform->Pack (in-line),Packing,SFG0253,Rhine Valley Barbeque Trail Mix · WIP · RoastFlav,SFG
Rhine Valley Black Pepper Trail Mix 100gm,B: Transform->Pack (in-line),Packing,SFG0254,Rhine Valley Black Pepper Trail Mix · WIP · RoastFlav,SFG
Rhine Valley Fruit & Nut Date Bar 50gm,B: Transform->Pack (in-line),Packing,SFG0255,Rhine Valley Fruit & Nut Date Bar · WIP · BlendForm,SFG
Rhine Valley Himalayan Pink Salt Trail Mix 100gm,B: Transform->Pack (in-line),Packing,SFG0256,Rhine Valley Himalayan Pink Salt Trail Mix · WIP · RoastFlav,SFG
Rhine Valley Masala Trail mix 100g,B: Transform->Pack (in-line),Packing,SFG0257,Rhine Valley Masala Trail mix · WIP · RoastFlav,SFG
Rhine Valley Peri Peri Trail Mix 100gm,B: Transform->Pack (in-line),Packing,SFG0258,Rhine Valley Peri Peri Trail Mix · WIP · RoastFlav,SFG
"Rhine Valley Raspberry, Almond & Dark Chocolate Date Bar 50gm",B: Transform->Pack (in-line),Packing,SFG0259,"Rhine Valley Raspberry, Almond & Dark Chocolate Date Bar · WIP · BlendForm",SFG
Rhine Valley Rose & Pistachio Date Bar 50gm,B: Transform->Pack (in-line),Packing,SFG0260,Rhine Valley Rose & Pistachio Date Bar · WIP · BlendForm,SFG
Roasted & Salted Almonds,C: Pack of existing SFG,Packing,SFG0261,Roasted & Salted Almonds Bulk,SFG
Roasted & Salted Almonds 140g,C: Pack of existing SFG,Packing,SFG0261,Roasted & Salted Almonds Bulk,SFG
Roasted & Salted Almonds 75g,C: Pack of existing SFG,Packing,SFG0261,Roasted & Salted Almonds Bulk,SFG
Roasted & Salted Almonds 90g,C: Pack of existing SFG,Packing,SFG0261,Roasted & Salted Almonds Bulk,SFG
Roasted & Salted Almonds Bulk,D: Pack-only,Sorting + Packing,RM,,RM
Roasted & Salted Cashew,C: Pack of existing SFG,Packing,SFG0262,Roasted & Salted Cashew Bulk,SFG
Roasted & Salted Cashew  140g,C: Pack of existing SFG,Packing,SFG0262,Roasted & Salted Cashew Bulk,SFG
Roasted & Salted Cashew 75gm,C: Pack of existing SFG,Packing,SFG0262,Roasted & Salted Cashew Bulk,SFG
Roasted & Salted Cashew 90gm,C: Pack of existing SFG,Packing,SFG0262,Roasted & Salted Cashew Bulk,SFG
Roasted & Salted Cashew Bulk,A: WIP producer (bulk),Packing,SFG0262,Roasted & Salted Cashew Bulk,SFG
Roasted & Salted Pecan Nuts 75gm,B: Transform->Pack (in-line),Packing,SFG0263,Roasted & Salted Pecan Nuts · WIP · RoastFlav,SFG
Roasted & Salted Pista 230g,B: Transform->Pack (in-line),Packing,SFG0264,Roasted & Salted Pista · WIP · RoastFlav,SFG
Roasted Black Sesame (Kale Til) Seeds,B: Transform->Pack (in-line),Packing,SFG0265,Roasted Black Sesame (Kale Til) Seeds · WIP · Roast,SFG
Roasted Cashew Bulk,D: Pack-only,Sorting + Packing,RM,,RM
Roasted Flax Seeds,B: Transform->Pack (in-line),Packing,SFG0266,Roasted Flax Seeds · WIP · Roast,SFG
Roasted Independence Almonds Bulk,D: Pack-only,Sorting + Packing,RM,,RM
Roasted Makhana,B: Transform->Pack (in-line),Packing,SFG0267,Roasted Makhana · WIP · Roast,SFG
Roasted Peanuts,B: Transform->Pack (in-line),Packing,SFG0268,Roasted Peanuts · WIP · Roast,SFG
Roasted Peanuts Split,B: Transform->Pack (in-line),Packing,SFG0269,Roasted Peanuts Split · WIP · Roast,SFG
Roasted Poppy Seed,B: Transform->Pack (in-line),Packing,SFG0270,Roasted Poppy Seed · WIP · Roast,SFG
Roasted Salted Flax Seeds,B: Transform->Pack (in-line),Packing,SFG0271,Roasted Salted Flax Seeds · WIP · Roast,SFG
Roasted White Sesame (Safed Til) Seeds,B: Transform->Pack (in-line),Packing,SFG0272,Roasted White Sesame (Safed Til) Seeds · WIP · Roast,SFG
Royal Delight Ajwa Dates 250 Gms,D: Pack-only,Sorting + Packing,RM,,RM
Royal Delight Arabian Dates 200gm,D: Pack-only,Sorting + Packing,RM,,RM
Royal Delight Arabian Dates 250g,D: Pack-only,Sorting + Packing,RM,,RM
Royal Delight Arabian Dates 500gm,D: Pack-only,Sorting + Packing,RM,,RM
Royal Delight Assorted Dates 500gm,D: Pack-only,Sorting + Packing,RM,,RM
Royal Delight Dates Ajwa 800g,D: Pack-only,Sorting + Packing,RM,,RM
Royal Delight Dates Medjool Medium 250g,D: Pack-only,Sorting + Packing,RM,,RM
